*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 15:04:29:884268,Child Name:,Child Name
2017-11-20 15:04:29:890635,On or OFF:,Face Tracking is OFF
2017-11-20 15:04:30:661539,On or OFF:,Face Tracking is ON
2017-11-20 15:04:31:664723,Robot State:,Introduce Nao Started
2017-11-20 15:04:48:962593,Robot State:,Introduce Nao Ended
2017-11-20 15:04:49:506704,On or OFF:,Face Tracking is OFF
2017-11-20 15:04:50:530193,Robot State:,Looking at The Book
2017-11-20 15:04:51:130339,Robot State:,TaskONE Selected
2017-11-20 15:04:52:154816,Robot State:,Looking at The Book
2017-11-20 15:04:54:246484,Robot State:,Reading Mode Started
2017-11-20 15:04:58:733513,Position: ,"x: 0.201771110296
y: 0.0974858999252
z: 0.241239309311
x: 0.00694614788517
y: 0.360395222902
z: -0.0685573667288
w: 1.0"
2017-11-20 15:04:58:733830,Current Word:,\rspd=70\  HOOT
2017-11-20 15:05:01:133169,Detected Cards: ,YELLOW Card Detected
2017-11-20 15:05:04:009912,Robot State:,Looking at The Book
